source;target;method;length_m;Country;geometry;diameter_mm;index;param;name;capacity_Mm^3/d;mm_len;id;country_code;uncertainty;tags
(637008.0862654719, 6772214.151799204);(682085.4669088277, 6775527.460544628);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};27895.074;True;LINESTRING (637008.0862654719 6772214.151799204, 682085.4669088277 6775527.460544628);900.0;4272;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0, 'lat_mean': 51.85456, 'length_km': 27.895074, 'long_mean': 5.92481, 'max_cap_M_m3_per_d': 27.809143341935314, 'max_pressure_bar': 70.0, 'nuts_id_1': ['NL2', 'DEA'], 'nuts_id_2': ['NL22', 'DEA1'], 'nuts_id_3': ['NL226', 'DEA1B'], 'path_lat': [], 'path_long': [], 'start_year': None};LKD_PS_0_Seg_0_Seg_2;27.809143341935314;45198.985171223605;LKD_PS_0_Seg_0_Seg_2;['NL', 'DE'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.009191999999998757, 'length_km': 0.5, 'long_mean': 0.2024684999999997, 'max_cap_M_m3_per_d': 24.306462524672494, 'max_pressure_bar': 11.06611831401779, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(682085.4669088277, 6775527.460544628);(715598.0882926519, 6728236.025495461);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};35868.899;True;LINESTRING (682085.4669088277 6775527.460544628, 715598.0882926519 6728236.025495461);900.0;4273;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0, 'lat_mean': 51.732228, 'length_km': 35.868899, 'long_mean': 6.277948, 'max_cap_M_m3_per_d': 27.809143341935314, 'max_pressure_bar': 70.0, 'nuts_id_1': ['DEA', 'DEA'], 'nuts_id_2': ['DEA1', 'DEA1'], 'nuts_id_3': ['DEA1B', 'DEA1F'], 'path_lat': [51.73229], 'path_long': [6.27824], 'start_year': None};LKD_PS_0_Seg_0_Seg_3;27.809143341935314;57961.846252730145;LKD_PS_0_Seg_0_Seg_3;['DE', 'DE'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.13155499999999873, 'length_km': 0.3333333333333333, 'long_mean': 0.15052450000000037, 'max_cap_M_m3_per_d': 24.306462524672494, 'max_pressure_bar': 11.06611831401779, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(715598.0882926519, 6728236.025495461);(724733.6336240927, 6684777.170790777);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};27650.658;True;LINESTRING (715598.0882926519 6728236.025495461, 724733.6336240927 6684777.170790777);900.0;4274;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0, 'lat_mean': 51.462029, 'length_km': 27.650658, 'long_mean': 6.473089, 'max_cap_M_m3_per_d': 27.809143341935314, 'max_pressure_bar': 70.0, 'nuts_id_1': ['DEA', 'DEA'], 'nuts_id_2': ['DEA1', 'DEA1'], 'nuts_id_3': ['DEA1F', 'DEA14'], 'path_lat': [51.427943], 'path_long': [6.480546], 'start_year': None};LKD_PS_1_Seg_0_Seg_0;27.809143341935314;44408.67303518192;LKD_PS_1_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.12156949999999965, 'length_km': 0.3333333333333333, 'long_mean': 0.04103299999999965, 'max_cap_M_m3_per_d': 24.306462524672494, 'max_pressure_bar': 11.06611831401779, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(715598.0882926519, 6728236.025495461);(758363.3631122315, 6718953.688477329);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};27175.269;True;LINESTRING (715598.0882926519 6728236.025495461, 758363.3631122315 6718953.688477329);900.0;4275;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0, 'lat_mean': 51.57473, 'length_km': 27.175269, 'long_mean': 6.62041, 'max_cap_M_m3_per_d': 27.809143341935314, 'max_pressure_bar': 70.0, 'nuts_id_1': ['DEA', 'DEA'], 'nuts_id_2': ['DEA1', 'DEA1'], 'nuts_id_3': ['DEA1F', 'DEA17'], 'path_lat': [], 'path_long': [], 'start_year': None};LKD_PS_2_Seg_0_Seg_0;27.809143341935314;43761.06158347113;LKD_PS_2_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.02591149999999942, 'length_km': 0.5, 'long_mean': 0.19208349999999982, 'max_cap_M_m3_per_d': 24.306462524672494, 'max_pressure_bar': 11.06611831401779, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(715598.0882926519, 6728236.025495461);(734538.0977757103, 6720355.310529026);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};13260.447;True;LINESTRING (734538.0977757103 6720355.310529026, 715598.0882926519 6728236.025495461);500.0;4619;{'diameter_mm': 500.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 51.570933, 'length_km': 13.260447, 'long_mean': 6.522057, 'max_cap_M_m3_per_d': 3.852038590666667, 'max_pressure_bar': 86.0, 'nuts_id_1': ['DEA', 'DEA'], 'nuts_id_2': ['DEA1', 'DEA1'], 'nuts_id_3': ['DEA1F', 'DEA1F'], 'path_lat': [51.55551], 'path_long': [6.539376], 'start_year': None};LKD_PS_361_Seg_0_Seg_0;3.852038590666667;20514.132387223515;LKD_PS_361_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.02199699999999893, 'length_km': 0.3333333333333333, 'long_mean': 0.08507050000000005, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(715598.0882926519, 6728236.025495461);(705235.6908531784, 6706353.504539252);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'log_M_Heuristics.PipeSegment_pressure()', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};16782.357;True;LINESTRING (715598.0882926519 6728236.025495461, 705235.6908531784 6706353.504539252);1000.0;4644;{'diameter_mm': 1000.0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0, 'lat_mean': 51.527544, 'length_km': 16.782357, 'long_mean': 6.38189, 'max_cap_M_m3_per_d': 61.36789729733334, 'max_pressure_bar': 76.91087229446003, 'nuts_id_1': ['DEA', 'DEA'], 'nuts_id_2': ['DEA1', 'DEA1'], 'nuts_id_3': ['DEA1F', 'DEA1B'], 'path_lat': [51.546587, 51.48457], 'path_long': [6.38449, 6.379503], 'start_year': None};LKD_PS_392_Seg_0_Seg_0;61.36789729733334;24212.063193634094;LKD_PS_392_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.06113200000000063, 'length_km': 0.25, 'long_mean': 0.04654350000000029, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 1.0117059471577452, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(715598.0882926519, 6728236.025495461);(705235.6908531784, 6706353.504539252);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'log_M_Heuristics.PipeSegment_pressure()', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};18151.865;True;LINESTRING (715598.0882926519 6728236.025495461, 705235.6908531784 6706353.504539252);1000.0;4645;{'diameter_mm': 1000.0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0, 'lat_mean': 51.526588, 'length_km': 18.151865, 'long_mean': 6.396228, 'max_cap_M_m3_per_d': 61.36789729733334, 'max_pressure_bar': 76.91087229446003, 'nuts_id_1': ['DEA', 'DEA'], 'nuts_id_2': ['DEA1', 'DEA1'], 'nuts_id_3': ['DEA1F', 'DEA1B'], 'path_lat': [51.544071, 51.483261], 'path_long': [6.414313, 6.407032], 'start_year': None};LKD_PS_393_Seg_0_Seg_0;61.36789729733334;24212.063193634094;LKD_PS_393_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.06113200000000063, 'length_km': 0.25, 'long_mean': 0.04654350000000029, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 1.0117059471577452, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(715598.0882926519, 6728236.025495461);(738884.1220157704, 6715268.442812448);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};17514.755999999998;True;LINESTRING (715598.0882926519 6728236.025495461, 738884.1220157704 6715268.442812448);700.0;4647;{'diameter_mm': 700.0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0, 'lat_mean': 51.549477, 'length_km': 17.514756, 'long_mean': 6.539534, 'max_cap_M_m3_per_d': 18.939750163999996, 'max_pressure_bar': 70.0, 'nuts_id_1': ['DEA', 'DEA'], 'nuts_id_2': ['DEA1', 'DEA1'], 'nuts_id_3': ['DEA1F', 'DEA1F'], 'path_lat': [51.538245, 51.530793], 'path_long': [6.541488, 6.55081], 'start_year': None};LKD_PS_396_Seg_0_Seg_0;18.939750163999996;26653.284360374524;LKD_PS_396_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.03620700000000099, 'length_km': 0.25, 'long_mean': 0.10459099999999964, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(715598.0882926519, 6728236.025495461);(715379.6794517156, 6739554.901315285);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'raw', 'path_long': 'raw', 'start_year': None};7021.355;True;LINESTRING (715598.0882926519 6728236.025495461, 715379.6794517156 6739554.901315285);900.0;5206;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 51.632198, 'length_km': 7.021355, 'long_mean': 6.427346, 'max_cap_M_m3_per_d': 27.809143341935314, 'max_pressure_bar': 70.0, 'nuts_id_1': ['DEA', 'DEA'], 'nuts_id_2': ['DEA1', 'DEA1'], 'nuts_id_3': ['DEA1F', 'DEA1F'], 'path_lat': [], 'path_long': [], 'start_year': None};EntsoG_Map__ST_105;27.809143341935314;11320.982830407831;EntsoG_Map__ST_105;['DE', 'DE'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0.5, 'is_bothDirection': 0.5, 'lat_mean': 0.03155650000000065, 'length_km': 0.5, 'long_mean': 0.0009810000000003427, 'max_cap_M_m3_per_d': 24.306462524672494, 'max_pressure_bar': 11.06611831401779, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(724733.6336240927, 6684777.170790777);(699545.1498033172, 6677752.076867128);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};16475.636000000002;True;LINESTRING (724733.6336240927 6684777.170790777, 699545.1498033172 6677752.076867128);900.0;4276;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0, 'lat_mean': 51.342278, 'length_km': 16.475636, 'long_mean': 6.420116, 'max_cap_M_m3_per_d': 27.809143341935314, 'max_pressure_bar': 70.0, 'nuts_id_1': ['DEA', 'DEA'], 'nuts_id_2': ['DEA1', 'DEA1'], 'nuts_id_3': ['DEA14', 'DEA1E'], 'path_lat': [51.356569, 51.33696], 'path_long': [6.4752, 6.41075], 'start_year': None};LKD_PS_3_Seg_0_Seg_0;27.809143341935314;26149.79276831;LKD_PS_3_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.019712500000000688, 'length_km': 0.25, 'long_mean': 0.1131359999999999, 'max_cap_M_m3_per_d': 24.306462524672494, 'max_pressure_bar': 11.06611831401779, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(724733.6336240927, 6684777.170790777);(737375.9655545033, 6673606.498127975);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};10731.769999999999;True;LINESTRING (724733.6336240927 6684777.170790777, 737375.9655545033 6673606.498127975);900.0;4277;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0, 'lat_mean': 51.330165, 'length_km': 10.73177, 'long_mean': 6.567261, 'max_cap_M_m3_per_d': 27.809143341935314, 'max_pressure_bar': 70.0, 'nuts_id_1': ['DEA', 'DEA'], 'nuts_id_2': ['DEA1', 'DEA1'], 'nuts_id_3': ['DEA14', 'DEA1D'], 'path_lat': [51.338194], 'path_long': [6.56743], 'start_year': None};LKD_PS_4_Seg_0_Seg_0;27.809143341935314;16870.461889887654;LKD_PS_4_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.03135299999999929, 'length_km': 0.3333333333333333, 'long_mean': 0.05678400000000038, 'max_cap_M_m3_per_d': 24.306462524672494, 'max_pressure_bar': 11.06611831401779, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(724733.6336240927, 6684777.170790777);(737375.9655545033, 6673606.498127975);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'log_M_Heuristics.PipeSegment_pressure()', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};10842.357;True;LINESTRING (724733.6336240927 6684777.170790777, 737375.9655545033 6673606.498127975);500.0;4665;{'diameter_mm': 500.0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0, 'lat_mean': 51.317125, 'length_km': 10.842357, 'long_mean': 6.576322, 'max_cap_M_m3_per_d': 3.852038590666667, 'max_pressure_bar': 64.67477122116289, 'nuts_id_1': ['DEA', 'DEA'], 'nuts_id_2': ['DEA1', 'DEA1'], 'nuts_id_3': ['DEA14', 'DEA1D'], 'path_lat': [51.299075], 'path_long': [6.594611], 'start_year': None};LKD_PS_415_Seg_0_Seg_0;3.852038590666667;16870.461889887654;LKD_PS_415_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.03135299999999929, 'length_km': 0.3333333333333333, 'long_mean': 0.05678400000000038, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 1.2159850625470818, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(724733.6336240927, 6684777.170790777);(737375.9655545033, 6673606.498127975);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};10533.628;True;LINESTRING (724733.6336240927 6684777.170790777, 737375.9655545033 6673606.498127975);900.0;4666;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 51.32615, 'length_km': 10.533628, 'long_mean': 6.567177, 'max_cap_M_m3_per_d': 27.809143341935314, 'max_pressure_bar': 70.0, 'nuts_id_1': ['DEA', 'DEA'], 'nuts_id_2': ['DEA1', 'DEA1'], 'nuts_id_3': ['DEA14', 'DEA1D'], 'path_lat': [], 'path_long': [], 'start_year': None};LKD_PS_416_Seg_0_Seg_0;27.809143341935314;16870.461889887654;LKD_PS_416_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0.5, 'is_bothDirection': 0.5, 'lat_mean': 0.03135299999999929, 'length_km': 0.5, 'long_mean': 0.05678400000000038, 'max_cap_M_m3_per_d': 24.306462524672494, 'max_pressure_bar': 11.06611831401779, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(724733.6336240927, 6684777.170790777);(737375.9655545033, 6673606.498127975);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'log_M_Heuristics.PipeSegment_pressure()', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};19799.913;True;LINESTRING (737375.9655545033 6673606.498127975, 724733.6336240927 6684777.170790777);1000.0;4705;{'diameter_mm': 1000.0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0, 'lat_mean': 51.298315, 'length_km': 19.799913, 'long_mean': 6.54024, 'max_cap_M_m3_per_d': 61.36789729733334, 'max_pressure_bar': 76.91087229446003, 'nuts_id_1': ['DEA', 'DEA'], 'nuts_id_2': ['DEA1', 'DEA1'], 'nuts_id_3': ['DEA1D', 'DEA14'], 'path_lat': [51.262055, 51.278905], 'path_long': [6.538128, 6.488478], 'start_year': None};LKD_PS_455_Seg_0_Seg_0;61.36789729733334;16870.461889887654;LKD_PS_455_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.03135299999999929, 'length_km': 0.25, 'long_mean': 0.05678400000000038, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 1.0117059471577452, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(724733.6336240927, 6684777.170790777);(705235.6908531784, 6706353.504539252);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'log_M_Heuristics.PipeSegment_pressure()', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};20786.424;True;LINESTRING (705235.6908531784 6706353.504539252, 724733.6336240927 6684777.170790777);1000.0;4649;{'diameter_mm': 1000.0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0, 'lat_mean': 51.428966, 'length_km': 20.786424, 'long_mean': 6.402325, 'max_cap_M_m3_per_d': 61.36789729733334, 'max_pressure_bar': 76.91087229446003, 'nuts_id_1': ['DEA', 'DEA'], 'nuts_id_2': ['DEA1', 'DEA1'], 'nuts_id_3': ['DEA1B', 'DEA14'], 'path_lat': [51.475222, 51.404761], 'path_long': [6.376446, 6.387221], 'start_year': None};LKD_PS_397_Seg_0_Seg_0;61.36789729733334;29081.05827378808;LKD_PS_397_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.060437499999999034, 'length_km': 0.25, 'long_mean': 0.08757649999999995, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 1.0117059471577452, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
